이름,rating,url
올멕정20mg(올메사탄메독소밀) [Olmec Tab. 20mg],0,https://terms.naver.com/entry.naver?docId=2126552&cid=51000&categoryId=51000
듀로센캡슐30mg (둘록세틴염산염) [Duloxen Cap. 30mg],0,https://terms.naver.com/entry.naver?docId=2850060&cid=51000&categoryId=51000
듀로센캡슐60mg (둘록세틴염산염) [Duloxen Cap. 60mg],0,https://terms.naver.com/entry.naver?docId=2809329&cid=51000&categoryId=51000
듀록틴캡슐30mg(둘록세틴염산염) [Duroctine Cap. 30mg],0,https://terms.naver.com/entry.naver?docId=5945936&cid=51000&categoryId=51000
듀록틴캡슐60mg(둘록세틴염산염) [Duroctine Cap. 60mg],0,https://terms.naver.com/entry.naver?docId=5945935&cid=51000&categoryId=51000
드록틴캡슐60mg(둘록세틴염산염) [Duloctin Cap. 60mg],0,https://terms.naver.com/entry.naver?docId=2131812&cid=51000&categoryId=51000
드록틴캡슐30mg(둘록세틴염산염) [Duloctin Cap. 30mg],0,https://terms.naver.com/entry.naver?docId=2131872&cid=51000&categoryId=51000
듀로스캡슐30mg(둘록세틴염산염) [Durose Cap. 30mg],1,https://terms.naver.com/entry.naver?docId=5771388&cid=51000&categoryId=51000
듀로스캡슐60mg(둘록세틴염산염) [Durose Cap. 60mg],0,https://terms.naver.com/entry.naver?docId=5771387&cid=51000&categoryId=51000
듀세틴캡슐30mg(둘록세틴염산염) [Duxetine Cap. 30mg],0,https://terms.naver.com/entry.naver?docId=5765132&cid=51000&categoryId=51000
듀세틴캡슐60mg(둘록세틴염산염) [Duxetine Cap. 60mg],0,https://terms.naver.com/entry.naver?docId=5765141&cid=51000&categoryId=51000
플러스디알레드론정 [Plus D Aledron Tab.],0,https://terms.naver.com/entry.naver?docId=2169700&cid=51000&categoryId=51000
본필플러스디정 [Bonpil Plus D Tab.],0,https://terms.naver.com/entry.naver?docId=2698160&cid=51000&categoryId=51000
오스플러스디정 [Os Plus D Tab.],0,https://terms.naver.com/entry.naver?docId=2128862&cid=51000&categoryId=51000
포사롱플러스디정 [Fosalong plus D tablet],0,https://terms.naver.com/entry.naver?docId=2131697&cid=51000&categoryId=51000
알렌탑플러스디정 [Allentop Plus-D Tab.],0,https://terms.naver.com/entry.naver?docId=2130253&cid=51000&categoryId=51000
알드맥플러스디정 [Aldmac Plus D Tab.],0,https://terms.naver.com/entry.naver?docId=3404242&cid=51000&categoryId=51000
알렌드플러스디정 [Alend Plus D Tab.],0,https://terms.naver.com/entry.naver?docId=3329545&cid=51000&categoryId=51000
애드본플러스디정 [Aidbone Plus-D Tab.],0,https://terms.naver.com/entry.naver?docId=2128064&cid=51000&categoryId=51000
알로본플러스디정 [Allobone Plus D Tab.],0,https://terms.naver.com/entry.naver?docId=3341226&cid=51000&categoryId=51000
덴시본플러스디정 [Densibon Plus D Tablet],0,https://terms.naver.com/entry.naver?docId=2127728&cid=51000&categoryId=51000
테라루신정2mg(테라조신염산염수화물) [Teralusin Tablets 2mg (Terazosin HCl)],4,https://terms.naver.com/entry.naver?docId=3346646&cid=51000&categoryId=51000
테로조신정(테라조신염산염수화물) [Terozosin Tabs],0,https://terms.naver.com/entry.naver?docId=5945717&cid=51000&categoryId=51000
테라케어정2mg(테라조신염산염수화물) [Teracare Tab. 2mg],0,https://terms.naver.com/entry.naver?docId=2849906&cid=51000&categoryId=51000
트라신정(테라조신염산염수화물) [Tracin Tablet (Terazosin Hydrochloride)],0,https://terms.naver.com/entry.naver?docId=2156690&cid=51000&categoryId=51000
테라조정(테라조신염산염수화물),2,https://terms.naver.com/entry.naver?docId=2169676&cid=51000&categoryId=51000
테라신정(테라조신염산염수화물) [Terasin Tab.],1,https://terms.naver.com/entry.naver?docId=2136781&cid=51000&categoryId=51000
테로신정(테라조신염산염수화물) [Terosin Tab.],0,https://terms.naver.com/entry.naver?docId=3407694&cid=51000&categoryId=51000
테라딘정(테라조신염산염수화물) [Teradin Tab.],0,https://terms.naver.com/entry.naver?docId=2156126&cid=51000&categoryId=51000
비판티정2mg(테라조신염산염수화물) [TIGAN Tablet],2,https://terms.naver.com/entry.naver?docId=2153797&cid=51000&categoryId=51000
테라온정2mg(테라조신염산염수화물) [Teraon Tab. 2mg(Terazosin HCl)],0,https://terms.naver.com/entry.naver?docId=2129097&cid=51000&categoryId=51000
휴나졸캡슐50mg(플루코나졸) [Hunazole Cap. 50mg],0,https://terms.naver.com/entry.naver?docId=2169603&cid=51000&categoryId=51000
텔루나캡슐50mg(플루코나졸) [Telluna Cap. 50mg(Fluconazole)],0,https://terms.naver.com/entry.naver?docId=6117816&cid=51000&categoryId=51000
조아플루코나졸캡슐50mg [Choa fluconazole Cap. 50mg],0,https://terms.naver.com/entry.naver?docId=2766526&cid=51000&categoryId=51000
후코날캡슐50mg(플루코나졸)(수출명:플루코나존캡슐50... [Neoplucan capsule 50mg],0,https://terms.naver.com/entry.naver?docId=2135870&cid=51000&categoryId=51000
후루존캡슐50mg(플루코나졸) [Fruzone Cab. 50mg],4,https://terms.naver.com/entry.naver?docId=2129151&cid=51000&categoryId=51000
파비스플루코나졸캡슐50mg(플루코나졸) [Pharvis Fluconazole Capsule 50mg],0,https://terms.naver.com/entry.naver?docId=2156587&cid=51000&categoryId=51000
플루다졸캡슐50mg(플루코나졸) [Fludazole Cap. 50mg],0,https://terms.naver.com/entry.naver?docId=5798790&cid=51000&categoryId=51000
프리코나졸캡슐50mg(플루코나졸) [Freeconazole Cap. 50mg],0,https://terms.naver.com/entry.naver?docId=5945614&cid=51000&categoryId=51000
유코졸캡슐50mg(플루코나졸) [Yucozole Cap. 50mg],0,https://terms.naver.com/entry.naver?docId=2164494&cid=51000&categoryId=51000
신신플루코나졸캡슐50mg [Sinsin Fluconazole Cap. 50mg],0,https://terms.naver.com/entry.naver?docId=5680587&cid=51000&categoryId=51000
경남징코신정120mg(은행엽건조엑스) [Kyungnam Gingkosin Tab. 120mg],0,https://terms.naver.com/entry.naver?docId=2124679&cid=51000&categoryId=51000
행맥정120mg(은행엽건조엑스) [Haengmac Tab. 120mg],10,https://terms.naver.com/entry.naver?docId=2164387&cid=51000&categoryId=51000
세레민정120mg(은행엽건조엑스) [Ceremin Tab. 120mg],0,https://terms.naver.com/entry.naver?docId=6541267&cid=51000&categoryId=51000
긴코센정120mg(은행엽건조엑스) [Ginkosen Tab. 120mg],3,https://terms.naver.com/entry.naver?docId=2123362&cid=51000&categoryId=51000
징코짱정120mg(은행엽건조엑스) [Gingkozzang Tab. 120mg],1,https://terms.naver.com/entry.naver?docId=6548850&cid=51000&categoryId=51000
빌로바정120mg(은행엽건조엑스) [Biloba Tab. 120mg],8,https://terms.naver.com/entry.naver?docId=2162510&cid=51000&categoryId=51000
키로민정120mg(은행엽건조엑스) [Kiromin Tab. 120mg],0,https://terms.naver.com/entry.naver?docId=5848315&cid=51000&categoryId=51000
징코큐정120mg(은행엽건조엑스) [Ginkgo Q Tab. 120mg],1,https://terms.naver.com/entry.naver?docId=2146587&cid=51000&categoryId=51000
깅코탄정120mg(은행엽건조엑스) [Gingkotan Tab. 120mg],1,https://terms.naver.com/entry.naver?docId=2152905&cid=51000&categoryId=51000
진코란정120mg(은행엽건조엑스) [Ginkgoran Tab. 120mg],0,https://terms.naver.com/entry.naver?docId=5814281&cid=51000&categoryId=51000
가모프리정(모사프리드시트르산염이수화물) [Gamopri Tab. (Mosapride Citrate Hydrate)],4,https://terms.naver.com/entry.naver?docId=2145962&cid=51000&categoryId=51000
모사굿정(모사프리드시트르산염이수화물) [Mosagood Tab.],0,https://terms.naver.com/entry.naver?docId=3340848&cid=51000&categoryId=51000
가스루정(모사프리드시트르산염이수화물) [GATHROU TAB],1,https://terms.naver.com/entry.naver?docId=2128929&cid=51000&categoryId=51000
속시틴정(모사프리드시트르산염이수화물) [Soxitin Tab. (Mosapride Citrate Dihydrate)],2,https://terms.naver.com/entry.naver?docId=2150529&cid=51000&categoryId=51000
가스모프정(모사프리드시트르산염이수화물) [Gasmop Tab.(Mosapride Citrate Dihydrate)],0,https://terms.naver.com/entry.naver?docId=5782424&cid=51000&categoryId=51000
모사트린정(모사프리드시트르산염이수화물) [Mosatrin Tab.],0,https://terms.naver.com/entry.naver?docId=4355086&cid=51000&categoryId=51000
모사메딕정(모사프리드시트르산염이수화물) [Mosamedic Tab.],0,https://terms.naver.com/entry.naver?docId=5928185&cid=51000&categoryId=51000
모사콜린정(모사프리드시트르산염이수화물) [Mosacholine Tab.],2,https://terms.naver.com/entry.naver?docId=2211461&cid=51000&categoryId=51000
모사리드정(모사프리드시트르산염이수화물) [Mosaride Tab.],9,https://terms.naver.com/entry.naver?docId=2151464&cid=51000&categoryId=51000
가스프렌정(모사프리드시트르산염이수화물) [Gaspren Tab],12,https://terms.naver.com/entry.naver?docId=2122679&cid=51000&categoryId=51000
브로목틸정 [Bromoctyl Tab.],5,https://terms.naver.com/entry.naver?docId=2138459&cid=51000&categoryId=51000
브로목틸정40mg(옥틸로늄브롬화물) [Bromoctyl Tab. 40mg],10,https://terms.naver.com/entry.naver?docId=2131340&cid=51000&categoryId=51000
바클로버정(아시클로버) [Vaclover Tab.],4,https://terms.naver.com/entry.naver?docId=3341107&cid=51000&categoryId=51000
라비파정10mg(라베프라졸나트륨) [Rabipa Tab. 10mg(Rabeprazole Sodium)],0,https://terms.naver.com/entry.naver?docId=3341185&cid=51000&categoryId=51000
라비파정20mg(라베프라졸나트륨) [Rabipa Tab. 20mg(Rabeprazole Sodium)],0,https://terms.naver.com/entry.naver?docId=3341186&cid=51000&categoryId=51000
"라베뉴정10/500mg(라베프라졸나트륨,탄산수소나트륨) [Rabenew Tabs. 10/500mg]",0,https://terms.naver.com/entry.naver?docId=6583505&cid=51000&categoryId=51000
"라베모어정10/500mg(라베프라졸나트륨,탄산수소나트륨... [Rabemore Tab. 10/500mg]",0,https://terms.naver.com/entry.naver?docId=6583504&cid=51000&categoryId=51000
"라베듀엣정10/500mg(라베프라졸나트륨,탄산수소나트륨... [RABEDUET Tab. 10/500mg(Rabeprazole Sodium, Sodium Bicarbonate)]",1,https://terms.naver.com/entry.naver?docId=6583520&cid=51000&categoryId=51000
"라비듀오정10/500mg(라베프라졸나트륨,탄산수소나트륨... [Rabiduo tablet 10/500mg (Rabeprazole sodium, sodium bicarbonate)]",1,https://terms.naver.com/entry.naver?docId=6583518&cid=51000&categoryId=51000
라베프로정10mg(라베프라졸나트륨) [Rabepro Tab.],0,https://terms.naver.com/entry.naver?docId=6032428&cid=51000&categoryId=51000
"라베올듀오정10/500mg(라베프라졸나트륨,탄산수소나트... [Rabeol Duo Tab. 10/500mg]",0,https://terms.naver.com/entry.naver?docId=6583503&cid=51000&categoryId=51000
"라피듀오정10/350mg(라베프라졸나트륨,산화마그네슘) [Rapiduo Tab. 10/350mg]",0,https://terms.naver.com/entry.naver?docId=6714705&cid=51000&categoryId=51000
"라비에트듀오정10/500mg(라베프라졸나트륨,탄산수소나... [Rabietduo Tablets 10/500mg(Rabeprazole Sodium, Sodium Hydrogen Carbonate)]",0,https://terms.naver.com/entry.naver?docId=6583508&cid=51000&categoryId=51000
프로빌연질캡슐(덱시부프로펜) [Provil Soft Cap.],0,https://terms.naver.com/entry.naver?docId=2180087&cid=51000&categoryId=51000
덱쎈연질캡슐(덱시부프로펜) [Dexen Soft Cap.],1,https://terms.naver.com/entry.naver?docId=2131504&cid=51000&categoryId=51000
터논연질캡슐(덱시부프로펜) [Turnon Soft Cap.],9,https://terms.naver.com/entry.naver?docId=2126509&cid=51000&categoryId=51000
굿스펜연질캡슐(덱시부프로펜),9,https://terms.naver.com/entry.naver?docId=2122849&cid=51000&categoryId=51000
솔루펜연질캡슐(덱시부프로펜) [Solufen Soft Cap. (Dexibuprofen)],3,https://terms.naver.com/entry.naver?docId=2159147&cid=51000&categoryId=51000
캐롤디연질캡슐(덱시부프로펜) [Carol-D Soft Cap.(Dexibuprofen)],1,https://terms.naver.com/entry.naver?docId=2698775&cid=51000&categoryId=51000
휴덱시연질캡슐(덱시부프로펜) [Hudexi SC (Dexibuprofen)],1,https://terms.naver.com/entry.naver?docId=5738127&cid=51000&categoryId=51000
에스빈연질캡슐(덱시부프로펜) [S-bin Soft Capsule],4,https://terms.naver.com/entry.naver?docId=2123332&cid=51000&categoryId=51000
덱시원연질캡슐(덱시부프로펜) [Dexy One Soft Cap.],0,https://terms.naver.com/entry.naver?docId=2152229&cid=51000&categoryId=51000
덱스쿨연질캡슐(덱시부프로펜) [Dexcool Soft Cap.],6,https://terms.naver.com/entry.naver?docId=2124312&cid=51000&categoryId=51000
바라리버정0.5mg(엔테카비르) [Baraliver Tab. 0.5mg(Entecavir)],0,https://terms.naver.com/entry.naver?docId=2698862&cid=51000&categoryId=51000
바라리버정1.0mg(엔테카비르) [Baraliver Tab. 1.0mg(Entecavir)],0,https://terms.naver.com/entry.naver?docId=2698863&cid=51000&categoryId=51000
엔테카정0.5mg(엔테카비르수화물) [Enteca Tab. 0.5mg],0,https://terms.naver.com/entry.naver?docId=2131531&cid=51000&categoryId=51000
엔테카정1.0mg(엔테카비르수화물) [Enteca Tab. 1.0mg],0,https://terms.naver.com/entry.naver?docId=2131530&cid=51000&categoryId=51000
솔리드정(엔테카비르) [Solid Tab. 0.5mg],0,https://terms.naver.com/entry.naver?docId=2164667&cid=51000&categoryId=51000
바라클정1mg(엔테카비르) [Baracle tablet 1mg (Entecavir)],0,https://terms.naver.com/entry.naver?docId=2129585&cid=51000&categoryId=51000
헤크루정1mg(엔테카비르) [Hecrew Tab. 1mg(Entecavir)],0,https://terms.naver.com/entry.naver?docId=2180107&cid=51000&categoryId=51000
엔터원정1mg(엔테카비르) [Enterwon Tab. 1mg],0,https://terms.naver.com/entry.naver?docId=5839834&cid=51000&categoryId=51000
바로드정1mg(엔테카비르) [Baroad Tab. 1mg],0,https://terms.naver.com/entry.naver?docId=5769692&cid=51000&categoryId=51000
엔테젠정1mg(엔테카비르) [ENTEGEN TAB. 1MG(ENTECAVIR)],0,https://terms.naver.com/entry.naver?docId=5775411&cid=51000&categoryId=51000
네시나메트정12.5/500mg [NesinaMet Tablets 12.5/500mg],4,https://terms.naver.com/entry.naver?docId=2698664&cid=51000&categoryId=51000
네시나메트정12.5/850mg [NesinaMet Tablets 12.5/850mg],0,https://terms.naver.com/entry.naver?docId=5683893&cid=51000&categoryId=51000
네시나메트정12.5/1000mg [NesinaMet Tablets 12.5/1000mg],0,https://terms.naver.com/entry.naver?docId=2698665&cid=51000&categoryId=51000
엠플디엠메트정12.5/500mg [Emfldiem Met Tab. 12.5/500 mg],0,https://terms.naver.com/entry.naver?docId=6707239&cid=51000&categoryId=51000
엠파메트정12.5/500mg [Empamet tab. 12.5/500mg],0,https://terms.naver.com/entry.naver?docId=6707241&cid=51000&categoryId=51000
엠파메트정12.5/850mg [Empamet tab. 12.5/850mg],0,https://terms.naver.com/entry.naver?docId=6707242&cid=51000&categoryId=51000
"자디메트정12.5/1000mg(엠파글리플로진,메트포르민... [Jardimet Tab. 12.5/1000mg]",0,https://terms.naver.com/entry.naver?docId=6706876&cid=51000&categoryId=51000
엠파메트정12.5/1000mg [Empamet tab. 12.5/1000mg],0,https://terms.naver.com/entry.naver?docId=6707243&cid=51000&categoryId=51000
"자디메트정12.5/500mg(엠파글리플로진,메트포르민염... [Jardimet Tab. 12.5/500mg]",0,https://terms.naver.com/entry.naver?docId=6706875&cid=51000&categoryId=51000
"자디메트정12.5/850mg(엠파글리플로진,메트포르민염... [Jardimet Tab. 12.5/850mg]",0,https://terms.naver.com/entry.naver?docId=6706873&cid=51000&categoryId=51000
파비라졸정20mg(라베프라졸나트륨) [Pavirazole Tablet 20mg (Rabeprazole Sodium)],2,https://terms.naver.com/entry.naver?docId=2131266&cid=51000&categoryId=51000
파비라졸정10mg(라베프라졸나트륨) [Pavirazole Tablet 10mg (Rabeprazole Sodium)],0,https://terms.naver.com/entry.naver?docId=2131241&cid=51000&categoryId=51000
"라베프탑정20/800mg(라베프라졸나트륨, 탄산수소나트... [RabepTop Tab. 20/800mg]",0,https://terms.naver.com/entry.naver?docId=6593055&cid=51000&categoryId=51000
라베프로정10mg(라베프라졸나트륨) [Rabepro Tab.],0,https://terms.naver.com/entry.naver?docId=6032428&cid=51000&categoryId=51000
라베르정20mg(라베프라졸나트륨) [Raber Tab. 20mg],0,https://terms.naver.com/entry.naver?docId=5663862&cid=51000&categoryId=51000
라베르정10mg(라베프라졸나트륨) [Raber Tab. 10mg],0,https://terms.naver.com/entry.naver?docId=5663863&cid=51000&categoryId=51000
파리원정20mg(라베프라졸나트륨),0,https://terms.naver.com/entry.naver?docId=5837904&cid=51000&categoryId=51000
라베정20mg(라베프라졸나트륨) [Rebe Tab. 20mg],1,https://terms.naver.com/entry.naver?docId=2130260&cid=51000&categoryId=51000
파리원정10mg(라베프라졸나트륨) [Parione Tab. 10mg],0,https://terms.naver.com/entry.naver?docId=5837907&cid=51000&categoryId=51000
라베정10mg(라베프라졸나트륨) [Rebe Tab. 10mg],3,https://terms.naver.com/entry.naver?docId=2130259&cid=51000&categoryId=51000
리스펜오디정2mg(리스페리돈) [Rispen OD Tab. 2mg],0,https://terms.naver.com/entry.naver?docId=3562304&cid=51000&categoryId=51000
리스펜오디정1mg(리스페리돈) [Rispen OD Tab. 1mg],1,https://terms.naver.com/entry.naver?docId=3562302&cid=51000&categoryId=51000
리스펜정2mg(리스페리돈) [Rispen Tab. 2mg],4,https://terms.naver.com/entry.naver?docId=2155605&cid=51000&categoryId=51000
리스펜정3mg(리스페리돈) [Rispen Tab. 3mg],2,https://terms.naver.com/entry.naver?docId=2158995&cid=51000&categoryId=51000
리스펜정1mg(리스페리돈) [Rispen Tab. 1mg],3,https://terms.naver.com/entry.naver?docId=2156667&cid=51000&categoryId=51000
리스펜정0.5mg(리스페리돈) [Rispen Tab. 0.5mg],1,https://terms.naver.com/entry.naver?docId=2159573&cid=51000&categoryId=51000
제이리스페리돈정2mg(리스페리돈),0,https://terms.naver.com/entry.naver?docId=5855820&cid=51000&categoryId=51000
제이리스페리돈정1mg(리스페리돈),0,https://terms.naver.com/entry.naver?docId=5855819&cid=51000&categoryId=51000
피엠에스리스페리돈정2mg(리스페리돈) [pms-RISPERIDONE],0,https://terms.naver.com/entry.naver?docId=2211497&cid=51000&categoryId=51000
피엠에스리스페리돈정1mg(리스페리돈) [pms-RISPERIDONE],1,https://terms.naver.com/entry.naver?docId=2180125&cid=51000&categoryId=51000
"올멕플러스정20/12.5mg(올메사탄메독소밀,히드로클로... [Olmec Plus Tab. 20/12.5mg]",0,https://terms.naver.com/entry.naver?docId=2126549&cid=51000&categoryId=51000
이텍스올메사탄플러스정20/12.5mg [Etex Olmesartan Plus Tab. 20/12.5mg],0,https://terms.naver.com/entry.naver?docId=2129972&cid=51000&categoryId=51000
대한올메사탄정20mg(올메사탄메독소밀) [Dai Han Olmesartan Tab. 20mg (Olmesartanmedoxomil)],0,https://terms.naver.com/entry.naver?docId=2126608&cid=51000&categoryId=51000
대웅올메사탄플러스정20/12.5mg(수출용) [DAEWOONG OLMESARTAN PLUS TAB. 20/12.5MG],0,https://terms.naver.com/entry.naver?docId=2698162&cid=51000&categoryId=51000
휴니즈올메사탄메독소밀정 [Huniz Olmesartan Medoxomil Tablet],1,https://terms.naver.com/entry.naver?docId=2809565&cid=51000&categoryId=51000
올멕정10mg(올메사탄메독소밀) [Olmec Tab. 10mg],1,https://terms.naver.com/entry.naver?docId=2126550&cid=51000&categoryId=51000
올멕정20mg(올메사탄메독소밀) [Olmec Tab. 20mg],0,https://terms.naver.com/entry.naver?docId=2126552&cid=51000&categoryId=51000
올멕정40mg(올메사탄메독소밀) [Olmec Tab. 40mg],1,https://terms.naver.com/entry.naver?docId=2126551&cid=51000&categoryId=51000
올탄정20mg(올메사탄메독소밀) [Oltan Tab. 20mg],2,https://terms.naver.com/entry.naver?docId=2126614&cid=51000&categoryId=51000
올프레정20mg(올메사탄메독소밀) [Olpre Tab. 20mg],0,https://terms.naver.com/entry.naver?docId=2126558&cid=51000&categoryId=51000
네시나액트정25/15mg [NesinaAct Tablets 25/15mg],2,https://terms.naver.com/entry.naver?docId=2698166&cid=51000&categoryId=51000
네시나액트정25/30mg [NesinaAct Tablets 25/30mg],0,https://terms.naver.com/entry.naver?docId=2211694&cid=51000&categoryId=51000
네시나액트정12.5/15mg [NesinaAct Tablets 12.5/15mg],0,https://terms.naver.com/entry.naver?docId=2211696&cid=51000&categoryId=51000
네시나액트정12.5/30mg [NesinaAct Tablets 12.5/30mg],0,https://terms.naver.com/entry.naver?docId=2211695&cid=51000&categoryId=51000
피오트민정15/850mg [Piotmin Tab. 15/850mg],0,https://terms.naver.com/entry.naver?docId=5665946&cid=51000&categoryId=51000
듀오액트정5/20mg [Duo Act Tab. 5/20mg],0,https://terms.naver.com/entry.naver?docId=5951131&cid=51000&categoryId=51000
듀오액트정5/10mg [Duo Act Tab. 5/10mg],0,https://terms.naver.com/entry.naver?docId=5951132&cid=51000&categoryId=51000
네시나메트정12.5/850mg [NesinaMet Tablets 12.5/850mg],0,https://terms.naver.com/entry.naver?docId=5683893&cid=51000&categoryId=51000
네시나메트정12.5/500mg [NesinaMet Tablets 12.5/500mg],4,https://terms.naver.com/entry.naver?docId=2698664&cid=51000&categoryId=51000
네시나메트정12.5/1000mg [NesinaMet Tablets 12.5/1000mg],0,https://terms.naver.com/entry.naver?docId=2698665&cid=51000&categoryId=51000
오로친에프정 [Orothine F Tab.],14,https://terms.naver.com/entry.naver?docId=3329570&cid=51000&categoryId=51000
판터롤정20mg(판토프라졸나트륨세스키히드레이트) [Panterrol Tab. 20mg],1,https://terms.naver.com/entry.naver?docId=2211502&cid=51000&categoryId=51000
판터롤정40mg(판토프라졸나트륨세스키히드레이트) [Panterrol Tab. 40mg],0,https://terms.naver.com/entry.naver?docId=2809119&cid=51000&categoryId=51000
판포졸정20mg(판토프라졸나트륨세스키히드레이트) [Panpozole Tab. 20mg],0,https://terms.naver.com/entry.naver?docId=5945679&cid=51000&categoryId=51000
판테졸정(판토프라졸나트륨세스키히드레이트) [Pantezol Tab.],0,https://terms.naver.com/entry.naver?docId=2159590&cid=51000&categoryId=51000
펩타졸주사(판토프라졸나트륨세스키히드레이트) [Peptazole inj.],1,https://terms.naver.com/entry.naver?docId=2160851&cid=51000&categoryId=51000
판타졸주사(판토프라졸나트륨세스키히드레이트) [Pantazol Inj.],3,https://terms.naver.com/entry.naver?docId=2145489&cid=51000&categoryId=51000
판토프라주(판토프라졸나트륨세스키히드레이트) [PANTOPRA INJ.],0,https://terms.naver.com/entry.naver?docId=2162159&cid=51000&categoryId=51000
판토라인주(판토프라졸나트륨세스키히드레이트) [Pantoline injection (Pantoprazole sodium sesquihydrate)],2,https://terms.naver.com/entry.naver?docId=2160720&cid=51000&categoryId=51000
판토록주사(판토프라졸나트륨세스키히드레이트) [PANTOLOC INJECTION(Pantoprazole sodium sesquihydate)],3,https://terms.naver.com/entry.naver?docId=2141602&cid=51000&categoryId=51000
판프라정20mg(판토프라졸나트륨세스키히드레이트) [Panpra Tab. 20mg],1,https://terms.naver.com/entry.naver?docId=5839968&cid=51000&categoryId=51000
팔팔정50mg(실데나필시트르산염) [Palpal Tab. 50mg],77,https://terms.naver.com/entry.naver?docId=2128122&cid=51000&categoryId=51000
팔팔정100mg(실데나필시트르산염) [Palpal Tab. 100mg],55,https://terms.naver.com/entry.naver?docId=2128123&cid=51000&categoryId=51000
센글라정50mg(실데나필시트르산염) [Sengla Tab. 50mg],7,https://terms.naver.com/entry.naver?docId=3587819&cid=51000&categoryId=51000
센글라정100mg(실데나필시트르산염) [Sengla Tab. 100mg],7,https://terms.naver.com/entry.naver?docId=3584016&cid=51000&categoryId=51000
아네르츄정50mg(실데나필시트르산염) [ANER Chew Tab. 50mg],3,https://terms.naver.com/entry.naver?docId=2130054&cid=51000&categoryId=51000
발그리아정50mg(실데나필시트르산염) [BALGRIA Tab. 50mg (Sildenafil Citrate)],0,https://terms.naver.com/entry.naver?docId=3596557&cid=51000&categoryId=51000
발그리아정100mg(실데나필시트르산염) [BALGRIA Tab. 100mg (Sildenafil Citrate)],0,https://terms.naver.com/entry.naver?docId=3596556&cid=51000&categoryId=51000
일양실데나필정50mg(실데나필시트르산염) [IL-YANG Sildenafil Tab. 50mg],5,https://terms.naver.com/entry.naver?docId=2128158&cid=51000&categoryId=51000
이그니스구강용해필름50mg(실데나필시트르산염),4,https://terms.naver.com/entry.naver?docId=2128424&cid=51000&categoryId=51000
대웅바이오실데나필정50mg(실데나필시트르산염) [DAEWOONGBIO SILDENAFIL TAB. 50MG],11,https://terms.naver.com/entry.naver?docId=2809186&cid=51000&categoryId=51000
레바캄정20/160mg [Levacalm Tab. 20/160mg],0,https://terms.naver.com/entry.naver?docId=2130123&cid=51000&categoryId=51000
레바캄정10/80mg [Levacalm Tab. 10/80mg],4,https://terms.naver.com/entry.naver?docId=2130122&cid=51000&categoryId=51000
레바캄정10/160mg [Levacalm Tab. 10/160mg],0,https://terms.naver.com/entry.naver?docId=2130133&cid=51000&categoryId=51000
로바티탄정20/160mg [Rovatitan 20/160 mg],0,https://terms.naver.com/entry.naver?docId=2130655&cid=51000&categoryId=51000
브이알정20/80mg [VR Tab. 20/80mg],0,https://terms.naver.com/entry.naver?docId=5946022&cid=51000&categoryId=51000
브이알정20/160mg [VR Tab. 20/160mg],0,https://terms.naver.com/entry.naver?docId=5925230&cid=51000&categoryId=51000
로바하이정20/80mg [Rova-hi Tab. 20/80mg],0,https://terms.naver.com/entry.naver?docId=6183226&cid=51000&categoryId=51000
로바엑스정20/80mg [Rova-X Tab. 20/80mg],0,https://terms.naver.com/entry.naver?docId=6043177&cid=51000&categoryId=51000
크바르반정20/80mg [CVARBAN Tab. 20/80mg],0,https://terms.naver.com/entry.naver?docId=5954539&cid=51000&categoryId=51000
발사로브정20/80mg [Valsarove Tab 20/80mg],0,https://terms.naver.com/entry.naver?docId=5952477&cid=51000&categoryId=51000
동광리마프로스트정(리마프로스트알파덱스) [DONGKWANG LIMAPROST Tab.],10,https://terms.naver.com/entry.naver?docId=2698214&cid=51000&categoryId=51000
국제리마프로스트정(리마프로스트알파덱스) [KUKJE LIMAPROST (Limaprost alfadex)],3,https://terms.naver.com/entry.naver?docId=2151666&cid=51000&categoryId=51000
동광실로징코정 [Dongkwang Ciloginkgo Tab.],0,https://terms.naver.com/entry.naver?docId=5775451&cid=51000&categoryId=51000
시타졸서방캡슐100mg(실로스타졸) [CITAZOL SR Cap. 100mg],1,https://terms.naver.com/entry.naver?docId=5773619&cid=51000&categoryId=51000
시타졸서방캡슐200mg(실로스타졸) [CITAZOL SR Cap. 200mg],0,https://terms.naver.com/entry.naver?docId=5773622&cid=51000&categoryId=51000
엠피솔론정(메틸프레드니솔론) [Empysolon Tab.],0,https://terms.naver.com/entry.naver?docId=2180184&cid=51000&categoryId=51000
부소메졸정40mg(에스오메프라졸마그네슘삼수화물) [Busomezole Tablet 40mg],0,https://terms.naver.com/entry.naver?docId=3340761&cid=51000&categoryId=51000
유니시움정40mg(에스오메프라졸마그네슘삼수화물) [Unisium Tab. 40mg],1,https://terms.naver.com/entry.naver?docId=3340914&cid=51000&categoryId=51000
오메프로에스정40mg(에스오메프라졸마그네슘삼수화물) [Omepro.S Tab. 40mg (Esomeprazole Magnesium Trihydrate)],0,https://terms.naver.com/entry.naver?docId=5806201&cid=51000&categoryId=51000
에스오정40mg(에스오메프라졸마그네슘삼수화물) [Eso Tab. 40mg],2,https://terms.naver.com/entry.naver?docId=2424289&cid=51000&categoryId=51000
